0.0	0.0	2.3534917734212124
0.0	0.15	2.357833748332671
0.0	0.3	2.3522064338022375
0.0	0.45	2.3484794379258025
0.0	0.6	2.3483925937399994
0.0	0.75	2.349041617626345
0.0	0.9	2.351846061360108
0.0	1.05	2.33981203162408
0.0	1.2	2.341235717425788
0.0	1.35	2.330922222630049
0.0	1.5	2.342359609861579
0.0	1.65	2.327483303556968
0.0	1.8	2.3220850288102004
0.0	1.95	2.3248921466235304
0.0	2.1	2.319845567839277
0.0	2.25	2.3169074458085475
0.0	2.4	2.3183578000003555
0.0	2.55	2.31449387609457
0.0	2.7	2.3069556917416953
0.0	2.85	2.3049335015589194
0.0	3.0	2.2977347418882514
0.0	3.15	2.295171154897317
0.0	3.3	2.2984948064672013
0.0	3.45	2.2865009985213893
0.0	3.6	2.2855952642684523
0.0	3.75	2.2777534259237107
0.0	3.9	2.277528696474338
0.0	4.05	2.27156845362573
0.0	4.2	2.27279131532603
0.0	4.35	2.270208857420725
0.0	4.5	2.2550464336627254
0.0	4.65	2.252315327385681
0.0	4.8	2.2510685537917206
0.0	4.95	2.24819917362281
0.0	5.1	2.2461763102835395
0.0	5.25	2.243211991748175
0.0	5.4	2.2416143960172903
0.0	5.55	2.235566428044314
0.0	5.7	2.237237527129256
0.0	5.85	2.2329088689102377
0.0	6.0	2.2250725826904896
0.0	6.15	2.232586836860092
0.0	6.3	2.227269825625661
0.5	0.0	2.3487129636004447
0.5	0.15	2.344944245849752
0.5	0.3	2.340368936379398
0.5	0.45	2.3427700586163582
0.5	0.6	2.3525536961392164
0.5	0.75	2.3365426128487288
0.5	0.9	2.3381579177529144
0.5	1.05	2.341202329849923
0.5	1.2	2.3227883299260528
0.5	1.35	2.3282867305950194
0.5	1.5	2.3314829650303706
0.5	1.65	2.318205686570577
0.5	1.8	2.3145245560775374
0.5	1.95	2.309734640831418
0.5	2.1	2.308751000519382
0.5	2.25	2.3080575852666723
0.5	2.4	2.2962631113277383
0.5	2.55	2.2963681907147007
0.5	2.7	2.296616744875245
0.5	2.85	2.291121106388509
0.5	3.0	2.288286381517951
0.5	3.15	2.2811106539062487
0.5	3.3	2.275866710513707
0.5	3.45	2.2706303881653485
0.5	3.6	2.262654082902605
