2.67346670884151	2.6724331288042857	2.41740222588521	1.979938828294246	1.7372215011890892	1.6373991725526125	1.5733473761523664	1.543984487165897	1.6296847194765813	1.6113873014398359
2.258488811305064	2.207137725706111	2.1725929946482117	2.0263662932242625	1.8492013042504694	1.6243264182938748	1.4617762544978232	1.3793459035050193	1.3366216371616397	1.3387589975197127
2.1271417517614255	2.115500536314221	2.0703345892688683	2.028725036450845	1.9107295837171856	1.7770172304422138	1.5564133159670595	1.4137430805213786	1.3530757971741953	1.294545233841862
2.1199804875467336	2.073565226171166	2.0297991784494513	1.9833665863586323	1.9317267715186053	1.8132431938941798	1.6397110545247373	1.5139375061805047	1.4031440235811423	1.3317007381584782
2.0697302565841635	2.0225921404566605	1.9968905484231219	1.95460087242852	1.9226117789975234	1.8482341436589291	1.7148899808468083	1.566675440123407	1.4796185069419017	1.381414525270596
2.0296556396345546	1.999216162960472	1.9818465905972438	1.9616020322967744	1.9039945231826758	1.884191636223963	1.8088527313946805	1.7025410971590447	1.5769222379329242	1.4779004323591756
2.0165927105247343	2.001914854481441	1.9566366323415512	1.935250185657168	1.8947282010697024	1.8743812217300615	1.8368185116779119	1.756573087406972	1.6674919641340527	1.5741858477940136
2.0120759015636787	1.989810572803134	1.9653658961264255	1.9306525306455677	1.8976359067659148	1.8754027406148248	1.8390530910307468	1.800107652247409	1.7540508570767326	1.6600339701493882
1.9914870473418322	1.9800834746226923	1.947254967079057	1.9193705284136167	1.8973078107498673	1.8708309825878107	1.8515391045642988	1.8232877144104551	1.7736629184922252	1.7341536409416451
1.972764197366408	1.9607999612803804	1.950885354978505	1.9242967450291655	1.887277857389697	1.878758871437118	1.8485969065784507	1.8273700386755785	1.795967468216568	1.7555811611702896
1.9747122782413176	1.9587589531261178	1.9367670214765582	1.9122099403549624	1.8934877436290316	1.8735861593868206	1.854628052065052	1.831444973453749	1.8112274767001946	1.7788472669289648
