0.0	12.571277203839076
0.2	12.53543048185978
0.4	12.575320504493007
0.6	12.63596967998535
0.8	12.725720547153992
1.0	12.843714352143518
1.2	12.9797312767976
1.4	13.119618327038028
1.6	13.208564545841346
1.8	13.429363492691788
2.0	13.613056379285121
2.2	13.900831332662015
2.4	14.147439001007104
2.6	14.357109571049632
2.8	14.675744070975224
3.0	14.985366472676612
3.2	15.303489077479448
3.4	15.752211883137047
3.6	16.171528999028624
3.8	16.5101280933785
4.0	16.922315864738604
4.2	17.433608608347907
4.4	17.918417950422068
4.6	18.448427567532917
4.8	19.020455061099725
5.0	19.62217022242747
5.2	20.20016738501032
5.4	20.850833009642283
